brand_name,generic_name,manufacturer_name,product_type,active_ingredients,route,substance_name,application_number
,,,,[],,,ANDA072782
,,,,[],,,NDA016683
,,,,[],,,ANDA072824
,,,,[],,,ANDA072838
,,,,[],,,ANDA072952
,,,,[],,,ANDA072993
,,,,[],,,ANDA072996
,,,,[],,,ANDA073000
,,,,[],,,ANDA073006
,,,,[],,,ANDA073007
,,,,[],,,ANDA073030
,,,,[],,,ANDA073055
,,,,[],,,ANDA073092
,,,,[],,,ANDA073098
,,,,[],,,ANDA073135
,,,,[],,,ANDA073168
,,,,[],,,ANDA073191
,,,,[],,,NDA016708
,,,,[],,,ANDA073311
,,,,[],,,ANDA073318
,,,,[],,,ANDA073343
,,,,[],,,ANDA073374
,,,,[],,,ANDA073382
,,,,[],,,ANDA073403
,,,,[],,,ANDA073419
,,,,[],,,ANDA073467
,,,,[],,,ANDA073508
,,,,[],,,ANDA073510
,,,,[],,,NDA016729
,,,,[],,,ANDA073630
,,,,[],,,ANDA073654
,,,,[],,,ANDA073664
,,,,[],,,ANDA073666
,,,,[],,,ANDA073673
,,,,[],,,ANDA074002
,,,,[],,,ANDA074007
,,,,[],,,ANDA074019
,,,,[],,,ANDA074023
,,,,[],,,ANDA074030
,,,,[],,,ANDA074051
,,,,[],,,ANDA074056
,,,,[],,,ANDA074123
,,,,[],,,ANDA074131
,,,,[],,,ANDA074137
,,,,[],,,ANDA074162
,,,,[],,,ANDA074176
,,,,[],,,ANDA074203
,,,,[],,,ANDA074245
,,,,[],,,ANDA074246
,,,,[],,,ANDA074251
,,,,[],,,ANDA074265
,,,,[],,,ANDA074336
,,,,[],,,ANDA074340
,,,,[],,,NDA074374
,,,,[],,,ANDA074386
,,,,[],,,ANDA074390
,,,,[],,,ANDA074391
,,,,[],,,ANDA074406
,,,,[],,,ANDA074441
,,,,[],,,NDA006530
,,,,[],,,ANDA074476
,,,,[],,,ANDA074479
,,,,[],,,NDA016822
,,,,[],,,NDA016829
,,,,[],,,ANDA074532
,,,,[],,,ANDA074549
,,,,[],,,ANDA074550
,,,,[],,,ANDA074557
,,,,[],,,ANDA074567
,,,,[],,,NDA006536
,,,,[],,,ANDA074596
,,,,[],,,ANDA074619
,,,,[],,,ANDA074620
,,,,[],,,ANDA074626
,,,,[],,,NDA016854
,,,,[],,,ANDA074654
,,,,[],,,ANDA074658
,,,,[],,,ANDA074662
,,,,[],,,ANDA074702
,,,,[],,,ANDA074703
,,,,[],,,ANDA074713
,,,,[],,,ANDA074737
,,,,[],,,ANDA074739
,,,,[],,,ANDA074747
,,,,[],,,ANDA074750
,,,,[],,,ANDA074762
,,,,[],,,ANDA074803
,,,,[],,,ANDA074814
,,,,[],,,ANDA074826
,,,,[],,,ANDA074832
,,,,[],,,ANDA074835
,,,,[],,,ANDA074836
,,,,[],,,ANDA074841
,,,,[],,,ANDA074866
,,,,[],,,ANDA074879
,,,,[],,,ANDA074909
,,,,[],,,NDA016936
,,,,[],,,ANDA074924
,,,,[],,,ANDA074926
,,,,[],,,ANDA074930
,,,,[],,,NDA016942
,,,,[],,,ANDA074936
,,,,[],,,ANDA074971
,,,,[],,,ANDA074976
,,,,[],,,ANDA075004
,,,,[],,,ANDA075006
,,,,[],,,ANDA075022
,,,,[],,,ANDA075034
,,,,[],,,ANDA075036
,,,,[],,,ANDA075048
,,,,[],,,ANDA075057
,,,,[],,,ANDA075060
,,,,[],,,ANDA075069
,,,,[],,,ANDA075071
,,,,[],,,ANDA075093
,,,,[],,,NDA016990
,,,,[],,,ANDA075129
,,,,[],,,ANDA075136
,,,,[],,,ANDA075160
,,,,[],,,ANDA075187
,,,,[],,,ANDA075207
,,,,[],,,ANDA075212
,,,,[],,,ANDA075215
,,,,[],,,ANDA075228
,,,,[],,,NDA017015
,,,,[],,,ANDA075241
,,,,[],,,ANDA075259
,,,,[],,,ANDA075263
,,,,[],,,ANDA075265
,,,,[],,,ANDA075271
,,,,[],,,ANDA075280
,,,,[],,,ANDA075285
,,,,[],,,ANDA075300
,,,,[],,,NDA017033
,,,,[],,,ANDA075341
,,,,[],,,ANDA075345
,,,,[],,,ANDA075367
,,,,[],,,ANDA075371
,,,,[],,,ANDA075373
,,,,[],,,ANDA075375
,,,,[],,,ANDA075384
,,,,[],,,ANDA075385
,,,,[],,,ANDA075389
,,,,[],,,ANDA075391
,,,,[],,,ANDA075406
,,,,[],,,ANDA075410
,,,,[],,,ANDA075411
,,,,[],,,ANDA075414
,,,,[],,,ANDA075419
,,,,[],,,ANDA075423
,,,,[],,,ANDA075425
,,,,[],,,NDA006772
,,,,[],,,BLA017054
,,,,[],,,ANDA075434
,,,,[],,,ANDA075435
,,,,[],,,ANDA075453
,,,,[],,,ANDA075455
,,,,[],,,ANDA075470
,,,,[],,,ANDA075477
,,,,[],,,ANDA075491
,,,,[],,,ANDA075523
,,,,[],,,ANDA075546
,,,,[],,,NDA017079
,,,,[],,,ANDA075558
,,,,[],,,ANDA075566
,,,,[],,,ANDA075572
,,,,[],,,ANDA075578
,,,,[],,,ANDA075588
,,,,[],,,ANDA075613
,,,,[],,,ANDA075619
,,,,[],,,NDA017105
,,,,[],,,ANDA075635
,,,,[],,,ANDA075660
,,,,[],,,ANDA075665
,,,,[],,,NDA017111
,,,,[],,,ANDA075690
,,,,[],,,ANDA075704
,,,,[],,,ANDA075713
,,,,[],,,ANDA075726
,,,,[],,,ANDA075728
,,,,[],,,ANDA075736
,,,,[],,,ANDA075769
,,,,[],,,ANDA075774
,,,,[],,,ANDA075795
,,,,[],,,ANDA075799
,,,,[],,,ANDA075806
,,,,[],,,ANDA075842
,,,,[],,,NDA017269
,,,,[],,,ANDA075850
,,,,[],,,ANDA075856
,,,,[],,,ANDA075857
,,,,[],,,ANDA075860
,,,,[],,,ANDA075872
,,,,[],,,ANDA075876
,,,,[],,,ANDA075885
,,,,[],,,ANDA075895
,,,,[],,,ANDA075914
,,,,[],,,ANDA075919
,,,,[],,,NDA017316
,,,,[],,,ANDA075951
,,,,[],,,ANDA075973
,,,,[],,,ANDA075977
,,,,[],,,ANDA075978
,,,,[],,,ANDA075985
,,,,[],,,ANDA075987
,,,,[],,,ANDA076009
,,,,[],,,ANDA076013
,,,,[],,,NDA017351
,,,,[],,,ANDA076022
,,,,[],,,ANDA076023
,,,,[],,,ANDA076029
,,,,[],,,ANDA076041
,,,,[],,,ANDA076043
,,,,[],,,ANDA076061
,,,,[],,,ANDA076064
,,,,[],,,NDA017362
,,,,[],,,ANDA076088
,,,,[],,,ANDA076093
,,,,[],,,ANDA076113
,,,,[],,,ANDA076134
,,,,[],,,ANDA076135
,,,,[],,,NDA017373
,,,,[],,,ANDA076151
,,,,[],,,ANDA076157
,,,,[],,,ANDA076162
,,,,[],,,ANDA076170
,,,,[],,,ANDA076171
,,,,[],,,NDA002386
,,,,[],,,ANDA076175
,,,,[],,,ANDA076176
,,,,[],,,ANDA076192
,,,,[],,,ANDA076220
,,,,[],,,ANDA076231
,,,,[],,,ANDA076251
,,,,[],,,ANDA076254
,,,,[],,,ANDA076263
,,,,[],,,ANDA076264
,,,,[],,,ANDA076268
,,,,[],,,ANDA076309
,,,,[],,,ANDA076312
,,,,[],,,ANDA076379
,,,,[],,,ANDA076393
,,,,[],,,ANDA076404
,,,,[],,,ANDA076407
,,,,[],,,NDA006904
,,,,[],,,ANDA076413
,,,,[],,,ANDA076419
,,,,[],,,NDA017426
,,,,[],,,ANDA076464
,,,,[],,,ANDA076465
,,,,[],,,ANDA076467
,,,,[],,,ANDA076473
,,,,[],,,ANDA076482
,,,,[],,,NDA017431
,,,,[],,,ANDA076501
,,,,[],,,ANDA076511
,,,,[],,,ANDA076513
,,,,[],,,NDA017438
,,,,[],,,ANDA076545
,,,,[],,,ANDA076552
,,,,[],,,ANDA076558
,,,,[],,,ANDA076568
,,,,[],,,NDA017446
,,,,[],,,ANDA076589
,,,,[],,,ANDA076591
,,,,[],,,ANDA076594
,,,,[],,,NDA017447
,,,,[],,,ANDA076649
,,,,[],,,ANDA076667
,,,,[],,,NDA017454
,,,,[],,,ANDA076670
,,,,[],,,ANDA076703
,,,,[],,,ANDA076707
,,,,[],,,ANDA076719
,,,,[],,,ANDA076729
,,,,[],,,ANDA076755
,,,,[],,,ANDA076756
,,,,[],,,ANDA076780
,,,,[],,,ANDA076788
,,,,[],,,NDA017481
,,,,[],,,ANDA076813
,,,,[],,,ANDA076835
,,,,[],,,ANDA076844
,,,,[],,,ANDA076852
,,,,[],,,ANDA076865
,,,,[],,,ANDA076871
,,,,[],,,ANDA076873
,,,,[],,,ANDA076893
,,,,[],,,NDA017503
,,,,[],,,ANDA076925
,,,,[],,,ANDA076932
,,,,[],,,ANDA076945
,,,,[],,,ANDA076996
,,,,[],,,ANDA077024
,,,,[],,,ANDA077031
,,,,[],,,ANDA077034
,,,,[],,,ANDA077041
,,,,[],,,ANDA077051
,,,,[],,,ANDA077095
,,,,[],,,NDA017531
,,,,[],,,ANDA077106
,,,,[],,,ANDA077112
,,,,[],,,ANDA077114
,,,,[],,,ANDA077128
,,,,[],,,ANDA077133
,,,,[],,,ANDA077139
,,,,[],,,ANDA077141
,,,,[],,,NDA006931
,,,,[],,,ANDA077176
,,,,[],,,ANDA077183
,,,,[],,,ANDA077209
,,,,[],,,ANDA077211
,,,,[],,,ANDA077254
,,,,[],,,ANDA077269
,,,,[],,,ANDA077295
,,,,[],,,NDA017557
,,,,[],,,ANDA077355
,,,,[],,,ANDA077359
,,,,[],,,ANDA077369
,,,,[],,,ANDA077372
,,,,[],,,ANDA077373
,,,,[],,,ANDA077375
,,,,[],,,ANDA077376
,,,,[],,,ANDA077391
,,,,[],,,ANDA077394
,,,,[],,,ANDA077395
,,,,[],,,ANDA077401
,,,,[],,,NDA007073
,,,,[],,,NDA017565
,,,,[],,,ANDA077425
,,,,[],,,ANDA077430
,,,,[],,,ANDA077432
,,,,[],,,ANDA077442
,,,,[],,,ANDA077446
,,,,[],,,ANDA077447
,,,,[],,,ANDA077454
,,,,[],,,ANDA077455
,,,,[],,,ANDA077464
,,,,[],,,ANDA077467
,,,,[],,,ANDA077472
,,,,[],,,ANDA077473
,,,,[],,,ANDA077481
,,,,[],,,ANDA077534
,,,,[],,,NDA007085
,,,,[],,,ANDA077547
,,,,[],,,ANDA077587
,,,,[],,,ANDA077593
,,,,[],,,ANDA077600
,,,,[],,,NDA017598
,,,,[],,,ANDA077629
,,,,[],,,ANDA077639
,,,,[],,,ANDA077644
,,,,[],,,ANDA077648
,,,,[],,,ANDA077674
,,,,[],,,NDA017606
,,,,[],,,ANDA077705
,,,,[],,,ANDA077721
,,,,[],,,ANDA077741
,,,,[],,,NDA017612
,,,,[],,,ANDA077773
,,,,[],,,ANDA077775
,,,,[],,,ANDA077780
,,,,[],,,ANDA077783
,,,,[],,,ANDA077784
,,,,[],,,ANDA077788
,,,,[],,,ANDA077801
,,,,[],,,ANDA077806
,,,,[],,,ANDA077811
,,,,[],,,ANDA077821
,,,,[],,,ANDA077826
,,,,[],,,ANDA077836
,,,,[],,,ANDA077852
,,,,[],,,ANDA077877
,,,,[],,,ANDA077880
,,,,[],,,ANDA077903
,,,,[],,,ANDA077911
,,,,[],,,ANDA077919
,,,,[],,,ANDA077930
,,,,[],,,ANDA077936
,,,,[],,,ANDA077950
,,,,[],,,ANDA077953
,,,,[],,,ANDA077996
,,,,[],,,ANDA077999
,,,,[],,,NDA017656
,,,,[],,,ANDA078022
,,,,[],,,ANDA078033
,,,,[],,,ANDA078039
,,,,[],,,ANDA078050
,,,,[],,,ANDA078053
,,,,[],,,ANDA078088
,,,,[],,,ANDA078101
,,,,[],,,ANDA078124
,,,,[],,,NDA017673
,,,,[],,,ANDA078157
,,,,[],,,ANDA078161
,,,,[],,,ANDA078163
,,,,[],,,ANDA078178
,,,,[],,,ANDA078180
,,,,[],,,ANDA078181
,,,,[],,,ANDA078207
,,,,[],,,ANDA078230
,,,,[],,,ANDA078253
,,,,[],,,ANDA078257
,,,,[],,,ANDA078271
,,,,[],,,ANDA078281
,,,,[],,,ANDA078305
,,,,[],,,ANDA078310
,,,,[],,,NDA007337
,,,,[],,,ANDA078326
,,,,[],,,ANDA078329
,,,,[],,,ANDA078346
,,,,[],,,ANDA078362
,,,,[],,,ANDA078387
,,,,[],,,ANDA078409
,,,,[],,,ANDA078423
,,,,[],,,ANDA078428
,,,,[],,,ANDA078434
,,,,[],,,NDA017717
,,,,[],,,ANDA078449
,,,,[],,,ANDA078457
,,,,[],,,NDA017725
,,,,[],,,ANDA078469
,,,,[],,,ANDA078477
,,,,[],,,ANDA078489
,,,,[],,,ANDA078522
,,,,[],,,ANDA078536
,,,,[],,,ANDA078537
,,,,[],,,ANDA078544
,,,,[],,,ANDA078571
,,,,[],,,ANDA078579
,,,,[],,,ANDA078592
,,,,[],,,ANDA078598
,,,,[],,,ANDA078601
,,,,[],,,ANDA078607
,,,,[],,,ANDA078617
,,,,[],,,ANDA078620
,,,,[],,,ANDA078629
,,,,[],,,ANDA078644
,,,,[],,,ANDA078654
,,,,[],,,ANDA078668
,,,,[],,,ANDA078686
,,,,[],,,NDA017781
,,,,[],,,ANDA078695
,,,,[],,,ANDA078701
,,,,[],,,ANDA078713
,,,,[],,,ANDA078714
,,,,[],,,ANDA078737
,,,,[],,,ANDA078738
,,,,[],,,ANDA078745
,,,,[],,,ANDA078753
,,,,[],,,ANDA078755
,,,,[],,,NDA017796
,,,,[],,,ANDA078791
,,,,[],,,ANDA078797
,,,,[],,,ANDA078800
,,,,[],,,ANDA078807
,,,,[],,,ANDA078810
,,,,[],,,ANDA078825
,,,,[],,,ANDA078855
,,,,[],,,ANDA078864
,,,,[],,,NDA017810
,,,,[],,,ANDA078895
,,,,[],,,ANDA078901
,,,,[],,,ANDA078912
,,,,[],,,ANDA078930
,,,,[],,,ANDA078933
,,,,[],,,ANDA078938
,,,,[],,,ANDA078989
,,,,[],,,ANDA079028
,,,,[],,,ANDA079038
,,,,[],,,ANDA079063
,,,,[],,,ANDA079064
,,,,[],,,ANDA079081
,,,,[],,,ANDA079087
,,,,[],,,NDA007513
,,,,[],,,ANDA079110
,,,,[],,,ANDA079112
,,,,[],,,ANDA079120
,,,,[],,,ANDA079123
,,,,[],,,NDA017854
,,,,[],,,ANDA079137
,,,,[],,,ANDA079153
,,,,[],,,ANDA079161
,,,,[],,,ANDA079165
,,,,[],,,ANDA079182
,,,,[],,,ANDA079187
,,,,[],,,NDA017862
,,,,[],,,ANDA079205
,,,,[],,,ANDA079244
,,,,[],,,ANDA080044
,,,,[],,,ANDA080082
,,,,[],,,ANDA080087
,,,,[],,,ANDA080098
,,,,[],,,ANDA080203
,,,,[],,,ANDA080214
,,,,[],,,ANDA080256
,,,,[],,,ANDA080271
,,,,[],,,ANDA080273
,,,,[],,,ANDA080285
,,,,[],,,ANDA080328
,,,,[],,,ANDA080336
,,,,[],,,ANDA080354
,,,,[],,,ANDA080371
,,,,[],,,ANDA080386
,,,,[],,,ANDA080389
,,,,[],,,ANDA080409
,,,,[],,,ANDA080482
,,,,[],,,ANDA080491
,,,,[],,,ANDA080496
,,,,[],,,ANDA080506
,,,,[],,,ANDA080519
,,,,[],,,ANDA080571
,,,,[],,,ANDA080572
,,,,[],,,ANDA080635
,,,,[],,,ANDA080643
,,,,[],,,ANDA080655
,,,,[],,,ANDA080711
,,,,[],,,NDA017944
,,,,[],,,ANDA080760
,,,,[],,,ANDA080820
,,,,[],,,ANDA080874
,,,,[],,,ANDA080903
,,,,[],,,ANDA080907
,,,,[],,,ANDA080943
,,,,[],,,ANDA080947
,,,,[],,,ANDA080949
,,,,[],,,ANDA080952
,,,,[],,,NDA017968
,,,,[],,,ANDA080956
,,,,[],,,ANDA080961
,,,,[],,,ANDA081169
,,,,[],,,ANDA081226
,,,,[],,,ANDA081267
,,,,[],,,ANDA083002
,,,,[],,,ANDA083035
,,,,[],,,NDA018000
,,,,[],,,ANDA083082
,,,,[],,,ANDA083113
,,,,[],,,ANDA083140
,,,,[],,,ANDA083141
,,,,[],,,NDA018008
,,,,[],,,ANDA083231
,,,,[],,,ANDA083234
,,,,[],,,ANDA083247
,,,,[],,,NDA018016
,,,,[],,,ANDA083266
,,,,[],,,ANDA083285
,,,,[],,,ANDA083315
,,,,[],,,ANDA083321
,,,,[],,,ANDA083462
,,,,[],,,ANDA083475
,,,,[],,,ANDA083486
,,,,[],,,ANDA083513
,,,,[],,,ANDA083525
,,,,[],,,ANDA083528
,,,,[],,,NDA018030
,,,,[],,,ANDA083560
,,,,[],,,ANDA083567
,,,,[],,,ANDA083568
,,,,[],,,ANDA083590
,,,,[],,,NDA018037
,,,,[],,,ANDA083622
,,,,[],,,ANDA083629
,,,,[],,,ANDA083654
,,,,[],,,ANDA083667
,,,,[],,,ANDA083675
,,,,[],,,ANDA083687
,,,,[],,,ANDA083734
,,,,[],,,ANDA083741
,,,,[],,,ANDA083754
,,,,[],,,ANDA083786
,,,,[],,,ANDA083787
,,,,[],,,NDA018052
,,,,[],,,ANDA083799
,,,,[],,,ANDA083855
,,,,[],,,ANDA083858
,,,,[],,,ANDA083862
,,,,[],,,ANDA083892
,,,,[],,,ANDA083896
,,,,[],,,ANDA083903
,,,,[],,,ANDA083914
,,,,[],,,ANDA083955
,,,,[],,,ANDA083972
,,,,[],,,ANDA083997
,,,,[],,,ANDA084015
,,,,[],,,ANDA084035
,,,,[],,,ANDA084059
,,,,[],,,ANDA084080
,,,,[],,,ANDA084085
,,,,[],,,ANDA084146
,,,,[],,,ANDA084153
,,,,[],,,ANDA084211
,,,,[],,,ANDA084276
,,,,[],,,ANDA084292
,,,,[],,,NDA018087
,,,,[],,,ANDA084340
,,,,[],,,ANDA084353
,,,,[],,,ANDA084378
,,,,[],,,ANDA084379
,,,,[],,,ANDA084408
,,,,[],,,ANDA084428
,,,,[],,,NDA018104
,,,,[],,,ANDA084514
,,,,[],,,ANDA084540
,,,,[],,,ANDA084543
,,,,[],,,ANDA084588
,,,,[],,,ANDA084595
,,,,[],,,ANDA084598
,,,,[],,,ANDA084634
,,,,[],,,ANDA084642
,,,,[],,,ANDA084667
,,,,[],,,ANDA084706
,,,,[],,,ANDA084712
,,,,[],,,ANDA084729
,,,,[],,,ANDA084735
,,,,[],,,ANDA084740
,,,,[],,,ANDA084743
,,,,[],,,ANDA084762
,,,,[],,,ANDA084765
,,,,[],,,ANDA084773
,,,,[],,,ANDA084834
,,,,[],,,ANDA084835
,,,,[],,,ANDA084875
,,,,[],,,ANDA084878
,,,,[],,,ANDA084919
,,,,[],,,ANDA084939
,,,,[],,,ANDA084957
,,,,[],,,ANDA084990
,,,,[],,,ANDA085027
,,,,[],,,ANDA085052
,,,,[],,,ANDA085070
,,,,[],,,ANDA085079
,,,,[],,,ANDA085093
,,,,[],,,NDA018168
,,,,[],,,ANDA085103
,,,,[],,,ANDA085139
,,,,[],,,ANDA085151
,,,,[],,,ANDA085155
,,,,[],,,ANDA085156
,,,,[],,,ANDA085190
,,,,[],,,ANDA085191
,,,,[],,,NDA018184
,,,,[],,,ANDA085203
,,,,[],,,ANDA085205
,,,,[],,,ANDA085206
,,,,[],,,ANDA085213
,,,,[],,,ANDA085294
,,,,[],,,ANDA085318
,,,,[],,,NDA018202
,,,,[],,,NDA007953
,,,,[],,,ANDA085388
,,,,[],,,ANDA085433
,,,,[],,,ANDA085463
,,,,[],,,ANDA085477
,,,,[],,,ANDA085479
,,,,[],,,ANDA085485
,,,,[],,,ANDA085499
,,,,[],,,ANDA085507
,,,,[],,,ANDA085512
,,,,[],,,ANDA085527
,,,,[],,,ANDA085550
,,,,[],,,ANDA085568
,,,,[],,,ANDA085595
,,,,[],,,ANDA085601
,,,,[],,,ANDA085620
,,,,[],,,ANDA085640
,,,,[],,,ANDA085641
,,,,[],,,ANDA085662
,,,,[],,,ANDA085677
,,,,[],,,ANDA085701
,,,,[],,,ANDA085721
,,,,[],,,ANDA085745
,,,,[],,,ANDA085753
,,,,[],,,ANDA085773
,,,,[],,,ANDA085785
,,,,[],,,ANDA085791
,,,,[],,,ANDA085792
,,,,[],,,ANDA085794
,,,,[],,,ANDA085804
,,,,[],,,ANDA085813
,,,,[],,,ANDA085865
,,,,[],,,ANDA085875
,,,,[],,,ANDA085881
,,,,[],,,ANDA085888
,,,,[],,,ANDA085891
,,,,[],,,ANDA085893
,,,,[],,,ANDA085899
,,,,[],,,ANDA085911
,,,,[],,,NDA018257
,,,,[],,,ANDA085917
,,,,[],,,ANDA085923
,,,,[],,,ANDA085928
,,,,[],,,ANDA085935
,,,,[],,,ANDA085940
,,,,[],,,NDA018264
,,,,[],,,ANDA086002
,,,,[],,,ANDA086009
,,,,[],,,ANDA086010
,,,,[],,,ANDA086026
,,,,[],,,NDA018269
,,,,[],,,ANDA086052
,,,,[],,,ANDA086088
,,,,[],,,ANDA086151
,,,,[],,,ANDA086157
,,,,[],,,ANDA086222
,,,,[],,,ANDA086231
,,,,[],,,ANDA086256
,,,,[],,,ANDA086260
,,,,[],,,NDA018296
,,,,[],,,ANDA086336
,,,,[],,,ANDA086337
,,,,[],,,ANDA086363
,,,,[],,,ANDA086403
,,,,[],,,ANDA086413
,,,,[],,,ANDA086445
,,,,[],,,ANDA086453
,,,,[],,,NDA018309
,,,,[],,,NDA018310
,,,,[],,,ANDA086530
,,,,[],,,ANDA086544
,,,,[],,,ANDA086553
,,,,[],,,NDA018313
,,,,[],,,ANDA086606
,,,,[],,,ANDA086610
,,,,[],,,ANDA086728
,,,,[],,,ANDA086745
,,,,[],,,ANDA086746
,,,,[],,,ANDA086766
,,,,[],,,ANDA086821
,,,,[],,,ANDA086859
,,,,[],,,ANDA086863
,,,,[],,,ANDA086867
,,,,[],,,ANDA086886
,,,,[],,,ANDA086889
,,,,[],,,ANDA086898
,,,,[],,,ANDA086901
,,,,[],,,ANDA086936
,,,,[],,,NDA008085
,,,,[],,,ANDA086998
,,,,[],,,ANDA087004
,,,,[],,,ANDA087066
,,,,[],,,ANDA087082
,,,,[],,,ANDA087092
,,,,[],,,ANDA087113
,,,,[],,,ANDA087157
,,,,[],,,ANDA087158
,,,,[],,,ANDA087185
,,,,[],,,ANDA087190
,,,,[],,,ANDA087196
,,,,[],,,ANDA087248
,,,,[],,,ANDA087284
,,,,[],,,ANDA087300
,,,,[],,,ANDA087311
,,,,[],,,ANDA087318
,,,,[],,,ANDA087332
,,,,[],,,ANDA087361
,,,,[],,,ANDA087380
,,,,[],,,ANDA087398
,,,,[],,,ANDA087430
,,,,[],,,ANDA087449
,,,,[],,,ANDA087462
,,,,[],,,ANDA087489
,,,,[],,,ANDA087508
,,,,[],,,ANDA087512
,,,,[],,,NDA018406
,,,,[],,,ANDA087521
,,,,[],,,ANDA087525
,,,,[],,,ANDA087534
,,,,[],,,ANDA087568
,,,,[],,,ANDA087599
,,,,[],,,ANDA087628
,,,,[],,,ANDA087639
,,,,[],,,ANDA087643
,,,,[],,,NDA018423
,,,,[],,,ANDA087654
,,,,[],,,ANDA087665
,,,,[],,,ANDA087667
,,,,[],,,ANDA087679
,,,,[],,,NDA018440
,,,,[],,,ANDA087711
,,,,[],,,ANDA087722
,,,,[],,,ANDA087730
,,,,[],,,NDA008126
,,,,[],,,ANDA087763
,,,,[],,,NDA018452
,,,,[],,,ANDA087772
,,,,[],,,ANDA087785
,,,,[],,,ANDA087791
,,,,[],,,ANDA087812
,,,,[],,,ANDA087834
,,,,[],,,ANDA087837
,,,,[],,,ANDA087866
,,,,[],,,ANDA087867
,,,,[],,,ANDA087876
,,,,[],,,NDA008173
,,,,[],,,ANDA087887
,,,,[],,,ANDA087907
,,,,[],,,ANDA087915
,,,,[],,,ANDA087921
,,,,[],,,ANDA087922
,,,,[],,,ANDA087946
,,,,[],,,ANDA087948
,,,,[],,,ANDA087954
,,,,[],,,ANDA087990
,,,,[],,,ANDA087991
,,,,[],,,NDA018487
,,,,[],,,ANDA088010
,,,,[],,,ANDA088036
,,,,[],,,ANDA088039
,,,,[],,,ANDA088042
,,,,[],,,ANDA088059
,,,,[],,,ANDA088078
,,,,[],,,ANDA088107
,,,,[],,,ANDA088120
,,,,[],,,ANDA088127
,,,,[],,,ANDA088128
,,,,[],,,ANDA088147
,,,,[],,,ANDA088158
,,,,[],,,ANDA088184
,,,,[],,,ANDA088199
,,,,[],,,ANDA088217
,,,,[],,,ANDA088243
,,,,[],,,ANDA088269
,,,,[],,,ANDA088271
,,,,[],,,ANDA088272
,,,,[],,,ANDA088273
,,,,[],,,ANDA088281
,,,,[],,,ANDA088314
,,,,[],,,ANDA088326
,,,,[],,,ANDA088330
,,,,[],,,ANDA088350
,,,,[],,,ANDA088372
,,,,[],,,NDA018537
,,,,[],,,ANDA088462
,,,,[],,,ANDA088480
,,,,[],,,ANDA088499
,,,,[],,,ANDA088542
,,,,[],,,ANDA088586
,,,,[],,,NDA008303
,,,,[],,,NDA018563
,,,,[],,,ANDA088635
,,,,[],,,ANDA088673
,,,,[],,,ANDA088676
,,,,[],,,ANDA088698
,,,,[],,,ANDA088707
,,,,[],,,ANDA088709
,,,,[],,,ANDA088736
,,,,[],,,ANDA088769
,,,,[],,,ANDA088795
,,,,[],,,ANDA088797
,,,,[],,,ANDA088813
,,,,[],,,ANDA088825
,,,,[],,,NDA018594
,,,,[],,,ANDA088863
,,,,[],,,ANDA088868
,,,,[],,,ANDA088884
,,,,[],,,ANDA088888
,,,,[],,,ANDA088909
,,,,[],,,ANDA088933
,,,,[],,,ANDA088939
,,,,[],,,ANDA088944
,,,,[],,,ANDA088949
,,,,[],,,ANDA088956
,,,,[],,,ANDA088967
,,,,[],,,ANDA088968
,,,,[],,,NDA018609
,,,,[],,,ANDA088973
,,,,[],,,ANDA088994
,,,,[],,,ANDA089030
,,,,[],,,ANDA089066
,,,,[],,,ANDA089094
,,,,[],,,ANDA089097
,,,,[],,,ANDA089101
,,,,[],,,ANDA089103
,,,,[],,,ANDA089110
,,,,[],,,ANDA089131
,,,,[],,,ANDA089145
,,,,[],,,ANDA089183
,,,,[],,,ANDA089184
,,,,[],,,ANDA089188
,,,,[],,,NDA003718
,,,,[],,,NDA008319
,,,,[],,,NDA018647
,,,,[],,,ANDA089200
,,,,[],,,ANDA089201
,,,,[],,,ANDA089207
,,,,[],,,ANDA089209
,,,,[],,,ANDA089221
,,,,[],,,ANDA089248
,,,,[],,,ANDA089258
,,,,[],,,ANDA089266
,,,,[],,,ANDA089282
,,,,[],,,ANDA089283
,,,,[],,,ANDA089326
,,,,[],,,ANDA089341
,,,,[],,,ANDA089343
,,,,[],,,ANDA089347
,,,,[],,,ANDA089351
,,,,[],,,ANDA089352
,,,,[],,,ANDA089356
,,,,[],,,ANDA089362
,,,,[],,,ANDA089364
,,,,[],,,ANDA089368
,,,,[],,,ANDA089389
,,,,[],,,ANDA089420
,,,,[],,,ANDA089428
,,,,[],,,ANDA089447
,,,,[],,,ANDA089449
,,,,[],,,ANDA089456
,,,,[],,,ANDA089457
,,,,[],,,ANDA089458
,,,,[],,,ANDA089479
,,,,[],,,ANDA089480
,,,,[],,,ANDA089481
,,,,[],,,ANDA089513
,,,,[],,,ANDA089537
,,,,[],,,ANDA089560
,,,,[],,,ANDA089567
,,,,[],,,NDA018679
,,,,[],,,ANDA089599
,,,,[],,,ANDA089603
,,,,[],,,ANDA089615
,,,,[],,,ANDA089699
,,,,[],,,ANDA089718
,,,,[],,,ANDA089772
,,,,[],,,NDA018690
,,,,[],,,ANDA089828
,,,,[],,,ANDA089833
,,,,[],,,ANDA089835
,,,,[],,,ANDA089900
,,,,[],,,ANDA089959
,,,,[],,,NDA018702
,,,,[],,,ANDA089994
,,,,[],,,ANDA089998
,,,,[],,,ANDA090002
,,,,[],,,ANDA090052
