brand_name,generic_name,manufacturer_name,product_type,active_ingredients,route,substance_name,application_number
,,,,[],,,ANDA212619
,,,,[],,,ANDA212646
,,,,[],,,ANDA212650
,,,,[],,,NDA212690
,,,,[],,,ANDA212692
,,,,[],,,NDA020327
,,,,[],,,ANDA212708
,,,,[],,,ANDA212719
,,,,[],,,ANDA212756
,,,,[],,,ANDA212773
,,,,[],,,ANDA212775
,,,,[],,,ANDA212788
,,,,[],,,ANDA212789
,,,,[],,,NDA020336
,,,,[],,,ANDA212825
,,,,[],,,ANDA212932
,,,,[],,,ANDA212936
,,,,[],,,ANDA212942
,,,,[],,,ANDA212949
,,,,[],,,ANDA212968
,,,,[],,,NDA212994
,,,,[],,,ANDA213038
,,,,[],,,ANDA213074
,,,,[],,,ANDA213076
,,,,[],,,ANDA213091
,,,,[],,,ANDA213111
,,,,[],,,ANDA213114
,,,,[],,,ANDA213115
,,,,[],,,NDA213138
,,,,[],,,ANDA213183
,,,,[],,,ANDA213199
,,,,[],,,ANDA213209
,,,,[],,,ANDA213220
,,,,[],,,ANDA213236
,,,,[],,,NDA020381
,,,,[],,,ANDA213286
,,,,[],,,ANDA213301
,,,,[],,,ANDA213329
,,,,[],,,ANDA213363
,,,,[],,,NDA213378
,,,,[],,,ANDA213404
,,,,[],,,ANDA213450
,,,,[],,,ANDA213475
,,,,[],,,ANDA213495
,,,,[],,,ANDA213501
,,,,[],,,ANDA213508
,,,,[],,,ANDA213510
,,,,[],,,NDA020405
,,,,[],,,NDA009357
,,,,[],,,NDA020406
,,,,[],,,ANDA213540
,,,,[],,,ANDA213570
,,,,[],,,NDA213586
,,,,[],,,ANDA213590
,,,,[],,,ANDA213604
,,,,[],,,ANDA213628
,,,,[],,,ANDA213655
,,,,[],,,NDA213681
,,,,[],,,ANDA213698
,,,,[],,,ANDA213705
,,,,[],,,ANDA213717
,,,,[],,,ANDA213724
,,,,[],,,ANDA213731
,,,,[],,,ANDA213734
,,,,[],,,NDA213756
,,,,[],,,NDA020421
,,,,[],,,ANDA213826
,,,,[],,,NDA020439
,,,,[],,,NDA020443
,,,,[],,,NDA213931
,,,,[],,,NDA020450
,,,,[],,,ANDA214004
,,,,[],,,ANDA214009
,,,,[],,,NDA214018
,,,,[],,,NDA020451
,,,,[],,,NDA214028
,,,,[],,,ANDA214051
,,,,[],,,ANDA214065
,,,,[],,,ANDA214090
,,,,[],,,NDA009378
,,,,[],,,ANDA214115
,,,,[],,,NDA214121
,,,,[],,,NDA214133
,,,,[],,,ANDA214193
,,,,[],,,ANDA214272
,,,,[],,,NDA020472
,,,,[],,,ANDA214292
,,,,[],,,ANDA214321
,,,,[],,,ANDA214363
,,,,[],,,NDA214373
,,,,[],,,ANDA214374
,,,,[],,,NDA020482
,,,,[],,,ANDA214379
,,,,[],,,NDA020485
,,,,[],,,ANDA214433
,,,,[],,,ANDA214445
,,,,[],,,NDA020487
,,,,[],,,ANDA214463
,,,,[],,,NDA020488
,,,,[],,,ANDA214514
,,,,[],,,NDA214522
,,,,[],,,NDA020491
,,,,[],,,ANDA214534
,,,,[],,,NDA214544
,,,,[],,,ANDA214597
,,,,[],,,ANDA214630
,,,,[],,,NDA214657
,,,,[],,,ANDA214668
,,,,[],,,ANDA214672
,,,,[],,,ANDA214682
,,,,[],,,ANDA214683
,,,,[],,,ANDA214689
,,,,[],,,ANDA214717
,,,,[],,,NDA020508
,,,,[],,,ANDA214745
,,,,[],,,NDA020509
,,,,[],,,ANDA214758
,,,,[],,,ANDA214768
,,,,[],,,ANDA214790
,,,,[],,,ANDA214804
,,,,[],,,ANDA214816
,,,,[],,,NDA214902
,,,,[],,,NDA214916
,,,,[],,,NDA214919
,,,,[],,,BLA020522
,,,,[],,,NDA214937
,,,,[],,,ANDA214941
,,,,[],,,NDA214952
,,,,[],,,NDA020525
,,,,[],,,NDA214958
,,,,[],,,ANDA214966
,,,,[],,,ANDA214969
,,,,[],,,ANDA214970
,,,,[],,,ANDA214980
,,,,[],,,NDA214985
,,,,[],,,NDA215000
,,,,[],,,ANDA215005
,,,,[],,,ANDA215036
,,,,[],,,ANDA215058
,,,,[],,,ANDA215061
,,,,[],,,NDA020533
,,,,[],,,ANDA215123
,,,,[],,,NDA215179
,,,,[],,,NDA215187
,,,,[],,,ANDA215194
,,,,[],,,ANDA215203
,,,,[],,,NDA215211
,,,,[],,,ANDA215241
,,,,[],,,NDA020545
,,,,[],,,ANDA215266
,,,,[],,,ANDA215270
,,,,[],,,NDA215383
,,,,[],,,NDA215390
,,,,[],,,ANDA215404
,,,,[],,,ANDA215408
,,,,[],,,NDA215431
,,,,[],,,NDA215441
,,,,[],,,ANDA215463
,,,,[],,,ANDA215469
,,,,[],,,ANDA215476
,,,,[],,,ANDA215478
,,,,[],,,ANDA215486
,,,,[],,,NDA215487
,,,,[],,,ANDA215506
,,,,[],,,NDA020564
,,,,[],,,NDA020569
,,,,[],,,NDA020570
,,,,[],,,ANDA215557
,,,,[],,,ANDA215571
,,,,[],,,ANDA215579
,,,,[],,,NDA215596
,,,,[],,,ANDA215615
,,,,[],,,ANDA215628
,,,,[],,,ANDA215630
,,,,[],,,NDA009435
,,,,[],,,ANDA215647
,,,,[],,,ANDA215659
,,,,[],,,ANDA215664
,,,,[],,,ANDA215682
,,,,[],,,NDA020578
,,,,[],,,ANDA215689
,,,,[],,,ANDA215692
,,,,[],,,NDA020579
,,,,[],,,ANDA215733
,,,,[],,,ANDA215766
,,,,[],,,ANDA215798
,,,,[],,,NDA009436
,,,,[],,,ANDA215873
,,,,[],,,ANDA215886
,,,,[],,,NDA215887
,,,,[],,,ANDA215891
,,,,[],,,NDA215904
,,,,[],,,NDA020592
,,,,[],,,NDA215910
,,,,[],,,ANDA215917
,,,,[],,,ANDA215932
,,,,[],,,NDA020596
,,,,[],,,ANDA215975
,,,,[],,,ANDA215978
,,,,[],,,ANDA215981
,,,,[],,,ANDA215988
,,,,[],,,ANDA215998
,,,,[],,,ANDA216013
,,,,[],,,NDA216018
,,,,[],,,NDA009452
,,,,[],,,ANDA216039
,,,,[],,,ANDA216055
,,,,[],,,ANDA216075
,,,,[],,,ANDA216087
,,,,[],,,NDA216109
,,,,[],,,ANDA216119
,,,,[],,,ANDA216125
,,,,[],,,ANDA216127
,,,,[],,,ANDA216128
,,,,[],,,NDA020611
,,,,[],,,ANDA216247
,,,,[],,,ANDA216331
,,,,[],,,ANDA216342
,,,,[],,,ANDA216343
,,,,[],,,NDA216387
,,,,[],,,ANDA216390
,,,,[],,,NDA020624
,,,,[],,,ANDA216435
,,,,[],,,ANDA216439
,,,,[],,,ANDA216448
,,,,[],,,ANDA216456
,,,,[],,,ANDA216474
,,,,[],,,ANDA216512
,,,,[],,,NDA020631
,,,,[],,,ANDA216539
,,,,[],,,ANDA216545
,,,,[],,,NDA216578
,,,,[],,,ANDA216587
,,,,[],,,ANDA216600
,,,,[],,,NDA020636
,,,,[],,,ANDA216615
,,,,[],,,ANDA216620
,,,,[],,,ANDA216629
,,,,[],,,NDA216632
,,,,[],,,ANDA216633
,,,,[],,,ANDA216635
,,,,[],,,ANDA216654
,,,,[],,,NDA020645
,,,,[],,,ANDA216748
,,,,[],,,ANDA216750
,,,,[],,,ANDA216760
,,,,[],,,ANDA216761
,,,,[],,,ANDA216780
,,,,[],,,NDA020655
,,,,[],,,ANDA216848
,,,,[],,,NDA020658
,,,,[],,,NDA020659
,,,,[],,,ANDA216917
,,,,[],,,ANDA216918
,,,,[],,,ANDA216943
,,,,[],,,ANDA216944
,,,,[],,,ANDA216948
,,,,[],,,NDA216951
,,,,[],,,ANDA216990
,,,,[],,,NDA216993
,,,,[],,,NDA020667
,,,,[],,,ANDA216994
,,,,[],,,ANDA217021
,,,,[],,,ANDA217029
,,,,[],,,NDA217064
,,,,[],,,NDA020671
,,,,[],,,ANDA217113
,,,,[],,,ANDA217197
,,,,[],,,NDA217202
,,,,[],,,NDA020682
,,,,[],,,ANDA217228
,,,,[],,,ANDA217231
,,,,[],,,ANDA217250
,,,,[],,,ANDA217258
,,,,[],,,ANDA217293
,,,,[],,,ANDA217295
,,,,[],,,NDA020687
,,,,[],,,ANDA217324
,,,,[],,,ANDA217343
,,,,[],,,ANDA217354
,,,,[],,,ANDA217377
,,,,[],,,ANDA217404
,,,,[],,,ANDA217442
,,,,[],,,ANDA217443
,,,,[],,,ANDA217478
,,,,[],,,ANDA217498
,,,,[],,,NDA217569
,,,,[],,,NDA217603
,,,,[],,,ANDA217652
,,,,[],,,ANDA217685
,,,,[],,,ANDA217720
,,,,[],,,ANDA217733
,,,,[],,,ANDA217764
,,,,[],,,ANDA217840
,,,,[],,,ANDA217873
,,,,[],,,ANDA217916
,,,,[],,,ANDA217961
,,,,[],,,ANDA217975
,,,,[],,,ANDA217990
,,,,[],,,ANDA218013
,,,,[],,,ANDA218034
,,,,[],,,ANDA218035
,,,,[],,,ANDA218045
,,,,[],,,ANDA218054
,,,,[],,,ANDA218075
,,,,[],,,ANDA218092
,,,,[],,,ANDA218146
,,,,[],,,ANDA218148
,,,,[],,,ANDA218152
,,,,[],,,ANDA218169
,,,,[],,,ANDA218221
,,,,[],,,ANDA218242
,,,,[],,,ANDA218252
,,,,[],,,ANDA218255
,,,,[],,,ANDA218272
,,,,[],,,NDA020745
,,,,[],,,ANDA218311
,,,,[],,,ANDA218326
,,,,[],,,ANDA218404
,,,,[],,,ANDA218448
,,,,[],,,ANDA218454
,,,,[],,,NDA218466
,,,,[],,,ANDA218598
,,,,[],,,ANDA218604
,,,,[],,,ANDA218606
,,,,[],,,ANDA218663
,,,,[],,,ANDA218684
,,,,[],,,NDA218711
,,,,[],,,ANDA218817
,,,,[],,,ANDA218850
,,,,[],,,ANDA218899
,,,,[],,,ANDA218912
,,,,[],,,ANDA218979
,,,,[],,,NDA020769
,,,,[],,,ANDA218994
,,,,[],,,NDA219008
,,,,[],,,BLA020772
,,,,[],,,ANDA219072
,,,,[],,,NDA219132
,,,,[],,,NDA219141
,,,,[],,,ANDA219200
,,,,[],,,ANDA219239
,,,,[],,,ANDA219273
,,,,[],,,ANDA219282
,,,,[],,,NDA020779
,,,,[],,,NDA219285
,,,,[],,,ANDA219350
,,,,[],,,ANDA219365
,,,,[],,,ANDA219376
,,,,[],,,ANDA219400
,,,,[],,,NDA219616
,,,,[],,,ANDA219689
,,,,[],,,BLA761054
,,,,[],,,BLA761060
,,,,[],,,NDA020789
,,,,[],,,BLA761062
,,,,[],,,BLA761068
,,,,[],,,BLA761077
,,,,[],,,NDA020800
,,,,[],,,BLA761145
,,,,[],,,BLA761156
,,,,[],,,BLA761164
,,,,[],,,BLA761165
,,,,[],,,BLA761194
,,,,[],,,BLA761197
,,,,[],,,BLA761198
,,,,[],,,BLA761231
,,,,[],,,BLA761235
,,,,[],,,BLA761240
,,,,[],,,BLA761248
,,,,[],,,BLA761263
,,,,[],,,BLA761270
,,,,[],,,BLA761310
,,,,[],,,BLA761312
,,,,[],,,BLA761369
,,,,[],,,BLA761425
,,,,[],,,NDA020825
,,,,[],,,NDA020869
,,,,[],,,NDA020884
,,,,[],,,NDA020918
,,,,[],,,NDA020923
,,,,[],,,NDA009768
,,,,[],,,NDA020954
,,,,[],,,NDA020976
,,,,[],,,NDA020981
,,,,[],,,NDA020984
,,,,[],,,NDA020998
,,,,[],,,NDA021004
,,,,[],,,NDA021026
,,,,[],,,NDA021043
,,,,[],,,NDA021045
,,,,[],,,NDA021052
,,,,[],,,NDA021073
,,,,[],,,NDA021077
,,,,[],,,NDA021098
,,,,[],,,NDA021105
,,,,[],,,NDA021112
,,,,[],,,NDA021119
,,,,[],,,NDA021120
,,,,[],,,NDA021146
,,,,[],,,NDA021164
,,,,[],,,NDA021175
,,,,[],,,NDA021191
,,,,[],,,NDA010010
,,,,[],,,NDA021224
,,,,[],,,NDA021226
,,,,[],,,NDA021234
,,,,[],,,NDA021238
,,,,[],,,NDA021265
,,,,[],,,NDA021281
,,,,[],,,NDA021282
,,,,[],,,NDA021284
,,,,[],,,NDA021285
,,,,[],,,NDA021297
,,,,[],,,NDA021303
,,,,[],,,NDA021317
,,,,[],,,NDA021323
,,,,[],,,NDA021338
,,,,[],,,NDA021350
,,,,[],,,NDA010155
,,,,[],,,NDA021360
,,,,[],,,NDA021382
,,,,[],,,NDA010210
,,,,[],,,NDA021409
,,,,[],,,NDA010251
,,,,[],,,NDA021437
,,,,[],,,NDA021483
,,,,[],,,NDA021485
,,,,[],,,NDA021500
,,,,[],,,NDA021506
,,,,[],,,NDA021519
,,,,[],,,NDA021574
,,,,[],,,NDA021586
,,,,[],,,NDA021589
,,,,[],,,NDA021609
,,,,[],,,NDA021610
,,,,[],,,NDA021624
,,,,[],,,NDA021656
,,,,[],,,NDA021697
,,,,[],,,NDA021708
,,,,[],,,NDA021724
,,,,[],,,NDA021727
,,,,[],,,NDA021737
,,,,[],,,NDA021770
,,,,[],,,NDA021780
,,,,[],,,NDA021793
,,,,[],,,NDA021837
,,,,[],,,NDA021866
,,,,[],,,NDA021876
,,,,[],,,NDA021883
,,,,[],,,BLA021884
,,,,[],,,NDA021912
,,,,[],,,NDA021952
,,,,[],,,NDA022000
,,,,[],,,NDA022010
,,,,[],,,NDA022021
,,,,[],,,NDA022033
,,,,[],,,NDA022036
,,,,[],,,NDA010742
,,,,[],,,NDA022047
,,,,[],,,NDA022063
,,,,[],,,NDA010791
,,,,[],,,NDA022122
,,,,[],,,NDA022134
,,,,[],,,NDA022161
,,,,[],,,NDA022172
,,,,[],,,NDA022173
,,,,[],,,NDA022186
,,,,[],,,NDA022239
,,,,[],,,NDA022247
,,,,[],,,NDA022256
,,,,[],,,NDA022260
,,,,[],,,NDA022266
,,,,[],,,NDA022283
,,,,[],,,NDA022309
,,,,[],,,NDA010962
,,,,[],,,NDA022331
,,,,[],,,NDA022350
,,,,[],,,NDA022352
,,,,[],,,NDA022399
,,,,[],,,NDA022402
,,,,[],,,NDA022425
,,,,[],,,NDA022439
,,,,[],,,NDA005619
,,,,[],,,NDA022502
,,,,[],,,NDA022574
,,,,[],,,BLA022575
,,,,[],,,NDA022580
,,,,[],,,ANDA040054
,,,,[],,,ANDA040061
,,,,[],,,ANDA040094
,,,,[],,,ANDA040101
,,,,[],,,ANDA040103
,,,,[],,,NDA011208
,,,,[],,,ANDA040138
,,,,[],,,ANDA040159
,,,,[],,,ANDA040169
,,,,[],,,ANDA040179
,,,,[],,,ANDA040196
,,,,[],,,ANDA040203
,,,,[],,,ANDA040212
,,,,[],,,ANDA040213
,,,,[],,,ANDA040216
,,,,[],,,ANDA040219
,,,,[],,,ANDA040230
,,,,[],,,ANDA040246
,,,,[],,,NDA011300
,,,,[],,,ANDA040274
,,,,[],,,ANDA040296
,,,,[],,,ANDA040301
,,,,[],,,NDA011324
,,,,[],,,ANDA040305
,,,,[],,,ANDA040309
,,,,[],,,ANDA040313
,,,,[],,,ANDA040330
,,,,[],,,ANDA040338
,,,,[],,,ANDA040351
,,,,[],,,ANDA040352
,,,,[],,,ANDA040358
,,,,[],,,ANDA040379
,,,,[],,,ANDA040413
,,,,[],,,ANDA040420
,,,,[],,,ANDA040441
,,,,[],,,ANDA040453
,,,,[],,,ANDA040480
,,,,[],,,ANDA040481
,,,,[],,,ANDA040496
,,,,[],,,ANDA040516
,,,,[],,,ANDA040518
,,,,[],,,ANDA040529
,,,,[],,,NDA011529
,,,,[],,,ANDA040537
,,,,[],,,ANDA040540
,,,,[],,,ANDA040543
,,,,[],,,ANDA040548
,,,,[],,,ANDA040575
,,,,[],,,ANDA040597
,,,,[],,,NDA011583
,,,,[],,,ANDA040619
,,,,[],,,ANDA040622
,,,,[],,,ANDA040640
,,,,[],,,NDA011602
,,,,[],,,ANDA040679
,,,,[],,,ANDA040706
,,,,[],,,ANDA040719
,,,,[],,,NDA011657
,,,,[],,,ANDA040750
,,,,[],,,ANDA040759
,,,,[],,,ANDA040765
,,,,[],,,ANDA040771
,,,,[],,,ANDA040775
,,,,[],,,ANDA040784
,,,,[],,,ANDA040792
,,,,[],,,ANDA040804
,,,,[],,,ANDA040811
,,,,[],,,NDA011689
,,,,[],,,ANDA040844
,,,,[],,,NDA011695
,,,,[],,,ANDA040845
,,,,[],,,ANDA040862
,,,,[],,,ANDA040870
,,,,[],,,ANDA040875
,,,,[],,,ANDA040879
,,,,[],,,NDA011721
,,,,[],,,NDA050019
,,,,[],,,NDA050091
,,,,[],,,NDA050109
,,,,[],,,NDA050117
,,,,[],,,NDA011748
,,,,[],,,NDA050207
,,,,[],,,NDA050257
,,,,[],,,NDA050262
,,,,[],,,NDA050272
,,,,[],,,NDA050314
,,,,[],,,NDA050347
,,,,[],,,NDA050356
,,,,[],,,NDA011790
,,,,[],,,NDA050435
,,,,[],,,NDA050508
,,,,[],,,NDA050514
,,,,[],,,NDA050518
,,,,[],,,NDA050523
,,,,[],,,NDA011835
,,,,[],,,NDA050556
,,,,[],,,NDA011838
,,,,[],,,NDA050581
,,,,[],,,NDA050589
,,,,[],,,NDA050594
,,,,[],,,NDA011856
,,,,[],,,NDA050605
,,,,[],,,NDA050610
,,,,[],,,NDA050616
,,,,[],,,NDA050635
,,,,[],,,NDA050636
,,,,[],,,NDA050665
,,,,[],,,NDA050705
,,,,[],,,NDA050706
,,,,[],,,NDA050708
,,,,[],,,NDA050711
,,,,[],,,NDA050735
,,,,[],,,NDA050746
,,,,[],,,NDA050750
,,,,[],,,NDA050781
,,,,[],,,NDA050804
,,,,[],,,ANDA060107
,,,,[],,,NDA011984
,,,,[],,,ANDA060179
,,,,[],,,ANDA060307
,,,,[],,,ANDA060385
,,,,[],,,NDA012026
,,,,[],,,ANDA060404
,,,,[],,,NDA012034
,,,,[],,,ANDA060567
,,,,[],,,ANDA060570
,,,,[],,,ANDA060657
,,,,[],,,ANDA060666
,,,,[],,,ANDA060700
,,,,[],,,NDA012095
,,,,[],,,ANDA061009
,,,,[],,,ANDA061304
,,,,[],,,ANDA061336
,,,,[],,,ANDA061443
,,,,[],,,ANDA061471
,,,,[],,,ANDA061571
,,,,[],,,ANDA061578
,,,,[],,,ANDA061651
,,,,[],,,ANDA061725
,,,,[],,,ANDA061806
,,,,[],,,ANDA062002
,,,,[],,,ANDA062029
,,,,[],,,ANDA062031
,,,,[],,,ANDA062050
,,,,[],,,ANDA062200
,,,,[],,,ANDA062206
,,,,[],,,ANDA062222
,,,,[],,,ANDA062225
,,,,[],,,ANDA062240
,,,,[],,,ANDA062279
,,,,[],,,ANDA062325
,,,,[],,,ANDA062354
,,,,[],,,ANDA062372
,,,,[],,,ANDA062386
,,,,[],,,ANDA062389
,,,,[],,,ANDA062399
,,,,[],,,ANDA062427
,,,,[],,,ANDA062435
,,,,[],,,ANDA062440
,,,,[],,,ANDA062447
,,,,[],,,ANDA062475
,,,,[],,,ANDA062480
,,,,[],,,NDA012365
,,,,[],,,ANDA062485
,,,,[],,,ANDA062504
,,,,[],,,ANDA062522
,,,,[],,,ANDA062540
,,,,[],,,NDA012383
,,,,[],,,ANDA062590
,,,,[],,,ANDA062607
,,,,[],,,ANDA062634
,,,,[],,,ANDA062646
,,,,[],,,ANDA062655
,,,,[],,,ANDA062662
,,,,[],,,ANDA062663
,,,,[],,,ANDA062669
,,,,[],,,ANDA062691
,,,,[],,,ANDA062692
,,,,[],,,ANDA062713
,,,,[],,,ANDA062717
,,,,[],,,ANDA062748
,,,,[],,,NDA012485
,,,,[],,,ANDA062755
,,,,[],,,ANDA062761
,,,,[],,,ANDA062776
,,,,[],,,NDA012516
,,,,[],,,ANDA062845
,,,,[],,,ANDA062852
,,,,[],,,ANDA062879
,,,,[],,,ANDA062889
,,,,[],,,ANDA062908
,,,,[],,,ANDA062926
,,,,[],,,ANDA062932
,,,,[],,,ANDA062975
,,,,[],,,ANDA063001
,,,,[],,,ANDA063008
,,,,[],,,NDA012623
,,,,[],,,ANDA063021
,,,,[],,,ANDA063038
,,,,[],,,ANDA063063
,,,,[],,,ANDA063083
,,,,[],,,ANDA063118
,,,,[],,,ANDA063149
,,,,[],,,ANDA063206
,,,,[],,,NDA012699
,,,,[],,,ANDA063313
,,,,[],,,ANDA063329
,,,,[],,,ANDA064008
,,,,[],,,ANDA064026
,,,,[],,,ANDA064031
,,,,[],,,ANDA064055
,,,,[],,,ANDA064065
,,,,[],,,NDA012731
,,,,[],,,ANDA064107
,,,,[],,,ANDA064110
,,,,[],,,ANDA064127
,,,,[],,,ANDA064131
,,,,[],,,ANDA064145
,,,,[],,,ANDA065004
,,,,[],,,ANDA065010
,,,,[],,,ANDA065022
,,,,[],,,ANDA065025
,,,,[],,,ANDA065027
,,,,[],,,ANDA065033
,,,,[],,,ANDA065042
,,,,[],,,ANDA065047
,,,,[],,,ANDA065048
,,,,[],,,ANDA065049
,,,,[],,,ANDA065096
,,,,[],,,ANDA065114
,,,,[],,,ANDA065119
,,,,[],,,ANDA065132
,,,,[],,,ANDA065135
,,,,[],,,ANDA065157
,,,,[],,,ANDA065175
,,,,[],,,ANDA065180
,,,,[],,,ANDA065198
,,,,[],,,ANDA065207
,,,,[],,,ANDA065208
,,,,[],,,ANDA065239
,,,,[],,,ANDA065241
,,,,[],,,ANDA065243
,,,,[],,,ANDA065266
,,,,[],,,ANDA065284
,,,,[],,,ANDA065317
,,,,[],,,ANDA065322
,,,,[],,,ANDA065340
,,,,[],,,ANDA065348
,,,,[],,,ANDA065371
,,,,[],,,ANDA065391
,,,,[],,,ANDA065394
,,,,[],,,ANDA065420
,,,,[],,,ANDA065425
,,,,[],,,ANDA065427
,,,,[],,,ANDA065429
,,,,[],,,ANDA065432
,,,,[],,,ANDA065445
,,,,[],,,ANDA065468
,,,,[],,,ANDA065471
,,,,[],,,ANDA065491
,,,,[],,,ANDA065496
,,,,[],,,ANDA065502
,,,,[],,,ANDA065503
,,,,[],,,ANDA065504
,,,,[],,,ANDA070000
,,,,[],,,ANDA070008
,,,,[],,,ANDA070021
,,,,[],,,ANDA070022
,,,,[],,,ANDA070031
,,,,[],,,ANDA070053
,,,,[],,,ANDA070068
,,,,[],,,ANDA070069
,,,,[],,,ANDA070071
,,,,[],,,ANDA070074
,,,,[],,,ANDA070076
,,,,[],,,ANDA070080
,,,,[],,,ANDA070092
,,,,[],,,ANDA070094
,,,,[],,,ANDA070104
,,,,[],,,ANDA070118
,,,,[],,,ANDA070121
,,,,[],,,ANDA070142
,,,,[],,,ANDA070143
,,,,[],,,ANDA070164
,,,,[],,,ANDA070193
,,,,[],,,ANDA070194
,,,,[],,,ANDA070227
,,,,[],,,ANDA070228
,,,,[],,,ANDA070249
,,,,[],,,ANDA070253
,,,,[],,,ANDA070254
,,,,[],,,NDA013684
,,,,[],,,ANDA070265
,,,,[],,,ANDA070272
,,,,[],,,NDA013731
,,,,[],,,ANDA070300
,,,,[],,,ANDA070306
,,,,[],,,ANDA070309
,,,,[],,,ANDA070327
,,,,[],,,ANDA070337
,,,,[],,,ANDA070343
,,,,[],,,ANDA070357
,,,,[],,,ANDA070361
,,,,[],,,ANDA070362
,,,,[],,,ANDA070375
,,,,[],,,ANDA070378
,,,,[],,,NDA014103
,,,,[],,,ANDA070443
,,,,[],,,ANDA070468
,,,,[],,,ANDA070484
,,,,[],,,ANDA070485
,,,,[],,,ANDA070496
,,,,[],,,NDA006203
,,,,[],,,ANDA070553
,,,,[],,,ANDA070566
,,,,[],,,ANDA070576
,,,,[],,,ANDA070586
,,,,[],,,NDA014359
,,,,[],,,ANDA070597
,,,,[],,,ANDA070613
,,,,[],,,ANDA070617
,,,,[],,,ANDA070622
,,,,[],,,ANDA070623
,,,,[],,,ANDA070629
,,,,[],,,ANDA070636
,,,,[],,,ANDA070650
,,,,[],,,ANDA070654
,,,,[],,,ANDA070670
,,,,[],,,ANDA070674
,,,,[],,,ANDA070684
,,,,[],,,ANDA070689
,,,,[],,,ANDA070692
,,,,[],,,NDA014685
,,,,[],,,ANDA070726
,,,,[],,,ANDA070728
,,,,[],,,ANDA070729
,,,,[],,,ANDA070730
,,,,[],,,ANDA070740
,,,,[],,,ANDA070745
,,,,[],,,ANDA070747
,,,,[],,,ANDA070770
,,,,[],,,ANDA070777
,,,,[],,,ANDA070784
,,,,[],,,ANDA070791
,,,,[],,,ANDA070792
,,,,[],,,ANDA070797
,,,,[],,,ANDA070803
,,,,[],,,ANDA070815
,,,,[],,,ANDA070825
,,,,[],,,ANDA070851
,,,,[],,,ANDA070853
,,,,[],,,ANDA070863
,,,,[],,,ANDA070894
,,,,[],,,ANDA070906
,,,,[],,,ANDA070928
,,,,[],,,ANDA070932
,,,,[],,,ANDA070944
,,,,[],,,ANDA070998
,,,,[],,,ANDA071013
,,,,[],,,ANDA071018
,,,,[],,,ANDA071019
,,,,[],,,NDA015296
,,,,[],,,ANDA071038
,,,,[],,,ANDA071056
,,,,[],,,ANDA071064
,,,,[],,,ANDA071072
,,,,[],,,ANDA071074
,,,,[],,,ANDA071075
,,,,[],,,ANDA071084
,,,,[],,,ANDA071102
,,,,[],,,NDA015500
,,,,[],,,ANDA071104
,,,,[],,,ANDA071111
,,,,[],,,ANDA071125
,,,,[],,,ANDA071129
,,,,[],,,ANDA071142
,,,,[],,,ANDA071146
,,,,[],,,ANDA071165
,,,,[],,,ANDA071188
,,,,[],,,ANDA071193
,,,,[],,,ANDA071232
,,,,[],,,ANDA071242
,,,,[],,,ANDA071261
,,,,[],,,ANDA071266
,,,,[],,,ANDA071284
,,,,[],,,ANDA071285
,,,,[],,,ANDA071293
,,,,[],,,ANDA071307
,,,,[],,,ANDA071321
,,,,[],,,ANDA071328
,,,,[],,,ANDA071404
,,,,[],,,ANDA071422
,,,,[],,,ANDA071428
,,,,[],,,ANDA071429
,,,,[],,,ANDA071434
,,,,[],,,ANDA071486
,,,,[],,,NDA016084
,,,,[],,,ANDA071495
,,,,[],,,ANDA071514
,,,,[],,,NDA016096
,,,,[],,,ANDA071617
,,,,[],,,ANDA071626
,,,,[],,,ANDA071708
,,,,[],,,ANDA071709
,,,,[],,,ANDA071739
,,,,[],,,ANDA071747
,,,,[],,,ANDA071748
,,,,[],,,ANDA071754
,,,,[],,,ANDA071763
,,,,[],,,ANDA071768
,,,,[],,,ANDA071769
,,,,[],,,ANDA071772
,,,,[],,,ANDA071775
,,,,[],,,ANDA071778
,,,,[],,,ANDA071807
,,,,[],,,ANDA071813
,,,,[],,,ANDA071820
,,,,[],,,ANDA071847
,,,,[],,,ANDA071852
,,,,[],,,NDA016245
,,,,[],,,ANDA071868
,,,,[],,,ANDA071922
,,,,[],,,ANDA071923
,,,,[],,,ANDA071925
,,,,[],,,ANDA071927
,,,,[],,,ANDA071936
,,,,[],,,ANDA071965
,,,,[],,,ANDA071984
,,,,[],,,ANDA071994
,,,,[],,,ANDA072023
,,,,[],,,ANDA072036
,,,,[],,,ANDA072045
,,,,[],,,ANDA072055
,,,,[],,,ANDA072075
,,,,[],,,ANDA072076
,,,,[],,,ANDA072080
,,,,[],,,ANDA072091
,,,,[],,,ANDA072131
,,,,[],,,ANDA072140
,,,,[],,,ANDA072152
,,,,[],,,ANDA072193
,,,,[],,,ANDA072194
,,,,[],,,ANDA072196
,,,,[],,,ANDA072197
,,,,[],,,ANDA072249
,,,,[],,,ANDA072266
,,,,[],,,ANDA072271
,,,,[],,,ANDA072299
,,,,[],,,ANDA072353
,,,,[],,,ANDA072362
,,,,[],,,ANDA072501
,,,,[],,,ANDA072516
,,,,[],,,ANDA072525
,,,,[],,,ANDA072547
,,,,[],,,ANDA072556
,,,,[],,,ANDA072577
,,,,[],,,ANDA072609
,,,,[],,,NDA016675
,,,,[],,,ANDA072652
,,,,[],,,ANDA072693
,,,,[],,,ANDA072695
,,,,[],,,ANDA072733
,,,,[],,,ANDA072735
